,1,Jeannie Krause,0
3893,4054,Jesus Alexander,7
4054,4316,Dolores Pena,8
4316,4862,Ross Stein,9
2734,3844,Denise Grant,7
2734,3922,Luther Heath,7
889,2500,Doris Orr,7
2500,2706,George Hall,8
2706,3977,Lela Montoya,9
3977,4253,Lana Middleton,10
657,746,Arlene Moon,7
657,2033,Jeri Charles,7
657,2625,Chase Fernandez,7
746,909,Reynaldo Heath,8
746,1584,Rolland Buck,8
746,2913,Darin Pena,8
2913,4582,Reid Velasquez,9
247,1901,Dino Decker,5
247,2705,Faith Bender,5
1901,2009,Stella Delgado,6
203,633,Rory Sawyer,5
203,831,Elias Klein,5
203,2475,Edward Campbell,5
831,923,Olga Mora,6
831,938,Dante Wilcox,6
831,1947,Henry Perry,6
831,2575,Willard Vinson,6
831,2780,Nannie Roth,6
1947,1959,Sally Payne,7
1947,2117,Celia Franco,7
1947,3734,Calvin Ortega,7
3734,4256,Essie Orr,8
4256,4574,Randal Kaufman,9
2117,2153,Salvador Larsen,8
2117,3329,Emily King,8
2117,3831,Mandy Ware,8
2117,4553,Gary Stewart,8
3329,4096,Roslyn Browning,9
3329,4680,Billie Wiggins,9
2153,4153,Caleb Riley,9
1959,4094,Juanita Krueger,8
938,1311,Gwendolyn Valdez,7
1311,3062,Ruby Stone,8
923,1141,Carl Wallace,7
923,3873,Alan Castillo,7
923,4827,Mabel Donaldson,7
3873,4464,Megan Simmons,8
1141,1557,Judy Armstrong,8
1141,2138,Fannie Hutchinson,8
2138,2858,Claudia Kinney,9
2138,3551,Guillermo Gates,9
633,1377,Brian Nelson,6
1377,1454,Kirk Hurst,7
1377,4088,Rene Ware,7
6,806,Clement Hood,2
6,3774,Lorenzo Munoz,2
6,3802,Naomi Middleton,2
6,4016,Harriet Guthrie,2
806,2257,Henry Perry,3
2257,2810,Mariah Jimenez,4
2810,4377,Leigh Leach,5
5,53,Shelia Horn,2
5,100,Merle Hahn,2
5,142,Jana Castaneda,2
5,143,Blake Harvey,2
5,163,Isaiah Lawson,2
5,358,Bradford Mcclure,2
5,2128,Megan Simmons,2
358,424,Lillie Castaneda,3
358,473,Patsy Glover,3
358,3359,Kathryn Hayes,3
473,888,Paula Wheeler,4
888,3510,Roy Ray,5
888,3760,Clara Maldonado,5
3760,4266,Naomi Middleton,6
424,737,Juanita Krueger,4
424,970,Cesar Parrish,4
424,1037,Elvira Mclean,4
424,1084,Chase Fernandez,4
424,2490,Lorene Vaughan,4
424,3943,Lillian Berry,4
2490,4066,Jerry Acosta,5
4066,4208,Aiden Schmidt,6
1084,1664,Moses Stein,5
1664,3078,Doris Orr,6
1037,4235,Eleanor Vargas,5
970,1919,Kathy Cole,5
970,2842,Shawn Tate,5
1919,2984,Myra Horne,6
2984,3199,Mona Bender,7
737,1094,Merle Hahn,5
737,1235,Beatrice Olsen,5
1094,1181,Jason Sims,6
1094,1967,Guadalupe Stanley,6
163,226,Aaron Powell,3
163,284,Derek Bishop,3
163,1090,Stuart Sweeney,3
163,2470,Andrew Wright,3
284,343,Sergio Mcgee,4
284,367,Hector Fuentes,4
284,1434,Dennis Patel,4
284,1941,Blake Harvey,4
284,2585,Joyce Butler,4
1434,3212,Lana Middleton,5
367,445,Nathan Gonzales,5
367,1753,Chelsea Oliver,5
445,845,Donna Scott,6
343,832,Justin Reed,5
343,4184,Lionel Bass,5
832,4193,Myra Horne,6
226,437,Glenda Reid,4
226,758,Leo Velasquez,4
226,1809,Lynnette Donaldson,4
226,3830,Leticia Klein,4
3830,4786,Clara Maldonado,5
1809,2746,Nadine Grimes,5
2746,3172,Mable Norton,6
437,547,George Hall,5
437,1230,Derek Bishop,5
1230,1815,Rosalyn Browning,6
547,743,Glenda Reid,6
547,1128,Marie Watkins,6
1128,1532,Wallace Roy,7
1128,2299,Martha Dunn,7
1128,3313,Hector Fuentes,7
2299,3921,Lyle Ware,8
3921,4774,Alexander Gray,9
1532,4834,Jason Evans,8
743,910,Cameron Montgomery,7
910,2919,Alonzo Parrish,8
2919,3214,Kendrick Glass,9
2919,3502,Timothy Gomez,9
2919,4980,Francis Brennan,9
143,362,Darius Nicholson,3
143,626,Rod Gallagher,3
143,995,Ruth Myers,3
143,1563,Jonathan Gutierrez,3
143,2028,Olivia Ross,3
2028,3658,Rolando Herman,4
1563,4127,Helen Cox,4
4127,4578,Angela Murphy,5
995,998,Rosie Hahn,4
998,1990,Ian Morrison,5
626,911,Merle Hahn,4
911,1282,Leonard Wade,5
911,1853,Shelby Novak,5
911,2089,Guillermo Gates,5
911,2337,Lamont Velez,5
2337,2906,Rex Booker,6
2089,4657,Stephanie Roberts,6
1853,2603,Bradford Mcclure,6
1853,2624,Julia Ruiz,6
1853,3813,Shelby Horn,6
1853,4223,Lourdes Shepard,6
3813,4849,Theresa Austin,7
2603,2660,Elvira Mclean,7
2603,4897,Carol Adams,7
362,539,Miriam Berg,4
362,961,Leona Olsen,4
362,1739,Ralph Olson,4
1739,3639,Cesar Parrish,5
3639,4160,Rosie Hahn,6
961,1712,Dewayne Solis,5
961,2928,Linda Jones,5
961,4225,Darnell Sharp,5
2928,2983,Lottie Duffy,6
2928,3976,Morris Koch,6
1712,3011,Dwayne Conway,6
3011,4713,Ellen Carr,7
539,625,Kurt Fischer,5
539,641,Javier Solis,5
539,912,Chase Fernandez,5
539,2944,Charles Taylor,5
539,3426,Arthur Cole,5
539,3586,Nina Browning,5
539,4103,Cathy Hobbs,5
539,4815,Alan Castillo,5
3586,3804,Erin Meyer,6
912,1289,Chelsea Oliver,6
912,1435,Suzanne Holland,6
912,4089,Lynne Hale,6
1435,1774,Alice Murray,7
1435,2818,Eddie Barber,7
2818,4918,Caleb Riley,8
1289,2469,Anna Sherman,7
1289,4914,Christian Woods,7
1289,4926,Rosalyn Browning,7
2469,2922,Wayne Wagner,8
2922,3085,Pamela Bailey,9
2922,3704,Melinda Bradford,9
2922,3748,Cesar Parrish,9
3085,3347,Dorian Serrano,10
641,2926,Alan Pierce,6
142,144,Johnnie Valencia,3
142,1547,Lucille Calderon,3
142,1592,Vernon Hood,3
142,2907,Marcie Franco,3
142,3725,Laura Parker,3
142,3786,Ashley Robinson,3
3725,4821,Freddie Rubio,4
2907,4850,Omar Barton,4
1592,1647,Stuart Sweeney,4
1647,2850,Alex Banks,5
1547,4130,David Rodriguez,4
144,773,Stephanie Roberts,4
144,819,Darrin Kirk,4
144,2466,Edward Campbell,4
144,3210,Felix Whitehead,4
144,4402,Ruby Stone,4
2466,4880,Debra Bennett,5
819,2961,Corinne Tyler,5
773,1185,George Hall,5
1185,1542,Kathleen Reyes,6
1542,2041,Celia Franco,7
100,964,Salvador Larsen,3
964,2024,Aileen Lindsey,4
964,2847,Agnes Farrell,4
2847,4457,Lamont Velez,5
53,92,Arthur Cole,3
53,175,Daron Hess,3
53,248,Russell Duncan,3
53,401,Cody Parsons,3
53,1363,Dorothy Flores,3
53,1829,Melissa Rivera,3
1829,3901,Carol Adams,4
1363,1744,Ramon Velez,4
1363,4631,Sondra Bean,4
401,416,Rusty Berg,4
401,3407,Madeline Mays,4
401,3518,Rose Lane,4
416,745,Jeannine Krause,5
416,1611,Maria Garcia,5
416,1839,Daron Hess,5
416,2435,Monte Strong,5
416,2796,Billy Hawkins,5
2435,3146,Donald Lewis,6
745,1069,Marcie Franco,6
745,1439,Forrest Brandt,6
745,1561,Sally Payne,6
1439,1463,Sandra Ramirez,7
1463,1980,Eula Lindsey,8
1463,3982,Mariah Jimenez,8
248,400,Rusty Berg,4
400,1053,Garrett Huff,5
1053,2090,Dorian Serrano,6
1053,3270,Daren Booth,6
2090,2285,Angela Murphy,7
2285,2297,Mateo Sherman,8
175,886,Chase Fernandez,4
175,2587,Stephen Morgan,4
175,3132,Christina Ellis,4
175,4213,Carmen Ware,4
3132,3690,Abraham Pitts,5
3132,4359,Elma Salinas,5
3690,4059,Guadalupe Stanley,6
2587,4552,Mae Donovan,5
886,2040,Irma Farrell,5
886,2809,Dino Decker,5
92,1655,Genevieve Horn,4
92,3625,Tommy Oneal,4
1655,2581,Loren Solis,5
4,58,Ollie Barton,2
4,71,Teresa Alexander,2
4,178,Elma Salinas,2
4,414,Blake Harvey,2
4,436,Ruby Stone,2
4,801,Iva Wolf,2
4,1000,Adam Coleman,2
4,1219,Keith Ferguson,2
4,2472,Johnnie Boyer,2
4,2700,Lourdes Shepard,2
2700,3705,Julius Wilkins,3
2700,4408,Dante Herman,3
2700,4595,Kathleen Reyes,3
2472,3343,Richard Hernandez,3
2472,3673,Shelia Horn,3
3343,3371,Kayla Cunningham,4
3343,3396,Lowell Gates,4
3343,4200,Lynnette Donaldson,4
3343,4896,Rene Ware,4
4896,4944,Mamie Rollins,5
3396,4091,Teri Valencia,5
3396,4541,Rex Booker,5
1219,3938,Alfonso Friedman,3
1000,4053,Arthur Cole,3
436,3966,Kendrick Glass,3
3966,4356,Naomi Middleton,4
414,2027,Ola Baxter,3
178,694,Ellen Carr,3
178,1832,Pamela Bailey,3
1832,4924,Bret Hays,4
71,548,Ollie Paul,3
71,3254,Kirk Hurst,3
3254,4776,Ricardo Tapia,4
3254,4994,Darnell Sharp,4
548,901,Brian Nelson,4
548,1640,Shelby Horn,4
548,1994,Jayden Williamson,4
1994,3421,Yolanda Roth,5
1640,2080,Reba Tyler,5
1640,3900,Jennifer Williams,5
2080,2686,Pat Moran,6
2080,3428,Sally Payne,6
2686,4928,Dante Wilcox,7
901,1945,Lucille Calderon,5
1945,1995,Richard Hernandez,6
58,210,Pamela Bailey,3
58,384,Martha Dunn,3
58,498,Rene Ware,3
498,620,Amanda Baker,4
498,919,Sondra Bean,4
498,1121,Alice Murray,4
498,2008,Guillermo Gates,4
919,1556,Andrew Wright,5
919,2377,Joseph Gonzalez,5
919,3216,Noah Hart,5
1556,2375,Irene Glover,6
1556,2384,Bruce Perkins,6
1556,4154,Merle Hahn,6
2375,3988,Juan Matthews,7
620,1573,Stephen Morgan,5
1573,2059,Carol Adams,6
384,994,Rudy Sutton,4
384,1162,Gustavo Pitts,4
384,1323,Gabriel Spencer,4
384,4260,Mabel Donaldson,4
994,2520,Bruce Perkins,5
2520,3739,Sally Payne,6
210,271,Cynthia Edwards,4
210,517,Ollie Barton,4
210,1331,Marci Franco,4
517,592,Rudy Sutton,5
517,1147,Garrett Huff,5
517,1232,Rusty Berg,5
517,1396,Sandra Ramirez,5
1396,2204,Angelo Nolan,6
1232,2252,Curt Macdonald,6
1232,3150,Betty White,6
1232,4917,Nannie Roth,6
2252,4262,Nannie Roth,7
592,978,Joseph Gonzalez,6
978,1524,Samuel Watson,7
978,1550,Clement Hood,7
978,2205,Victoria Willis,7
978,2555,Sandra Ramirez,7
2205,3106,Earnest Barber,8
3106,3236,Jesus Alexander,9
3106,3906,Colleen Russell,9
3236,3246,Chelsea Oliver,10
1550,1796,Myrtle Yates,8
1796,2495,Bertha Rivas,9
1796,4738,Albert West,9
2495,4688,Rodolfo Gallagher,10
271,450,Austin Harper,5
271,518,Roosevelt Sawyer,5
271,610,Rebecca Phillips,5
271,1522,Kendrick Glass,5
271,2786,Celia Franco,5
2786,2956,Angela Murphy,6
2786,4860,Mark Clark,6
2956,3181,Lanny Rubio,7
1522,3877,Jean McDonald,6
610,684,Leland Berg,6
610,1040,Olive Bean,6
684,828,Elizabeth Martinez,7
684,2728,Jose Sullivan,7
684,2770,Darlene Soto,7
2728,3450,Tyler Foster,8
3450,3701,Lora Bender,9
3701,4222,Beverly Weaver,10
828,1019,Genevieve Horn,8
1019,2940,Fernando Glass,9
2940,2960,Tyler Foster,10
518,1634,Beverly Weaver,6
1634,1922,Scott Howard,7
1634,3476,Kayla Cunningham,7
3476,4732,Joseph Gonzalez,8
1922,3162,Jose Sullivan,8
450,2210,Johnnie Boyer,6
450,3530,Nina Browning,6
2210,2726,Eddie Barber,7
2726,3331,Verna Krause,8
3,13,Olive Bean,2
3,14,Antoinette Brennan,2
3,23,Elvira Mclean,2
3,698,Clara Maldonado,2
3,921,Fernando Glass,2
3,1776,Daron Hess,2
921,1468,Paul Allen,3
1468,1629,Nadine Grimes,4
1468,2616,Lillian Berry,4
698,2060,Joesph Mckinney,3
698,2364,Emmett Barber,3
698,3467,Marci Franco,3
3467,4398,Jeremy Harrison,4
2060,3072,Edwin Donaldson,4
23,59,Brittany Arnold,3
23,1754,Rebecca Phillips,3
1754,1819,Mindy Donovan,4
1754,2889,Lanny Rubio,4
2889,3310,Claudia Kinney,5
3310,3642,Manuel Klein,6
59,65,Dorian Serrano,4
59,121,Ryan Cruz,4
59,396,Betty White,4
59,1046,Tyson Oneal,4
59,1374,Cyrus Fuentes,4
59,1415,Alexander Gray,4
59,3987,Jacob Collins,4
1374,1846,Leona Olsen,5
1046,1158,Essie Orr,5
396,729,Trevor Greer,5
729,1726,Daren Booth,6
729,2634,Dante Herman,6
1726,1768,Jewel Rivas,7
1726,2756,Roslyn Browning,7
1726,3135,Melinda Bradford,7
1726,3183,Cedric Hood,7
3183,3312,Shawn Tate,8
3135,3380,Jimmie Hooper,8
3380,4963,Rashad Velez,9
1768,2116,Keith Ferguson,8
1768,3821,Dante Wilcox,8
2116,4451,Iris Farrell,9
121,148,Elena Lyons,5
121,227,Evelyn Fisher,5
121,545,Keith Ferguson,5
121,1130,Lottie Duffy,5
121,3064,Rosie Hobbs,5
121,3549,Kevin Green,5
121,4350,Jeannine Krause,5
121,4697,Earnest Barber,5
3064,4286,Bobbie Mccarty,6
1130,1217,Lorene Vaughan,6
1130,4609,Giovanni Koch,6
1217,1354,Angela Murphy,7
1354,1502,Oscar George,8
1354,1626,Tyler Foster,8
1626,3227,Freddie Rubio,9
3227,3366,Gloria Jordan,10
3227,4345,Jonathan Gutierrez,10
1502,1728,Lynne Hobbs,9
1728,1972,Jean McDonald,10
545,849,Victoria Willis,6
849,1246,Kristen Little,7
227,604,Walter Patterson,6
227,1982,Helen Cox,6
227,4045,Pat Moran,6
1982,2272,Lottie Duffy,7
604,1326,Socorro Bean,7
604,1443,Marlin Fuentes,7
1443,4523,Diana Watkins,8
1326,1403,Andre Hampton,8
1326,1880,Jerald Strong,8
1326,2371,Emma Kelly,8
1326,2580,Rex Booker,8
1403,1727,Fernando Glass,9
1403,2160,Bobbie Mccarty,9
1403,2707,Joe Kim,9
1403,3835,Lela Montoya,9
2160,2174,Jeannie Krause,10
1727,1804,Grace Fox,10
1727,4407,Juan Matthews,10
148,431,Nola Rosales,6
148,573,Logan Stephens,6
148,585,Bradford Mcclure,6
148,3895,Grant Sutton,6
573,3495,Ollie Barton,7
573,4829,Shelby Novak,7
431,680,Sergio Mcgee,7
431,693,Jonathan Gutierrez,7
431,979,Iris Farrell,7
431,1063,Lyle Ware,7
431,1701,Mattie Potter,7
1701,2419,Madelyn Wiggins,8
693,3597,Leah Costa,8
680,2638,Roderick Compton,8
2638,4594,Carl Wallace,9
65,115,Joe Kim,5
115,168,Mamie Rollins,6
168,293,Julia Ruiz,7
168,607,Blake Harvey,7
168,2268,Angelo Pacheco,7
293,1648,Sergio Mcgee,8
293,1723,Mindy Donovan,8
293,4907,Cedric Hood,8
1723,2977,Lonnie Lindsey,9
1648,1944,Donna Scott,9
1648,3043,Loretta Mora,9
1648,3666,Robert Williamson,9
3666,4647,Wallace Roy,10
3666,4865,Jarrod Schneider,10
1944,2880,Ross Stein,10
14,15,Tommy Oneal,3
14,61,Johnnie Valencia,3
14,97,Jodie Wiggins,3
14,173,Linda Jones,3
14,1021,Elijah Andrews,3
14,2312,Ruth Myers,3
2312,3620,Hilda Blake,4
1021,1074,Naomi Middleton,4
173,863,Rolando Hammond,4
173,879,Jackie Higgins,4
173,1410,Jason Evans,4
173,2543,Kevin Green,4
173,2596,Justin Reed,4
2596,3260,Wilbert Lambert,5
3260,4344,Theresa Austin,6
2543,2970,Jackie Higgins,5
2970,4781,Bryan Palmer,6
1410,2156,Bennie Duffy,5
2156,3496,Douglas Henderson,6
2156,4135,Patsy Glover,6
3496,4730,Judith Bryant,7
4730,4843,Dewayne Trevino,8
879,1456,Rex Booker,5
879,1676,Rufus Sutton,5
879,4993,Calvin Ortega,5
1676,4681,Daniel Lee,6
1456,2627,Adam Coleman,6
1456,3349,Catherine Hughes,6
1456,4309,Teresa Alexander,6
4309,4717,Brandon Kim,7
863,1014,Pedro Espinoza,5
863,4889,Ollie Paul,5
1014,1161,Corinne Tyler,6
1014,2025,Rosie Mora,6
2025,2038,Rolando Herman,7
2038,4181,Freddie Rubio,8
2038,5000,Jeff Bass,8
97,119,Noah Hart,4
97,497,Connor Ortiz,4
97,1030,Harold Reynolds,4
97,2979,Frank James,4
97,4694,Janice West,4
2979,3443,Marlin Fuentes,5
2979,4290,Dante Wilcox,5
4290,4787,Gloria Jordan,6
3443,3779,Muriel Glover,6
1030,1071,Carolyn Alvarez,5
1071,2391,Inez Rollins,6
1071,4204,Thaddeus Conway,6
1071,4777,Stella Delgado,6
2391,4794,Samantha Richardson,7
497,1790,Lorenzo Munoz,5
497,2855,Jonathan Gutierrez,5
497,4675,Antoinette Barrera,5
119,727,Eula Lindsey,5
119,1575,Jason Sims,5
1575,1598,Lowell Gates,6
1575,2125,Joseph Gonzalez,6
1575,2852,Mario Strong,6
1575,3631,Denise Lawrence,6
1575,4698,Gregory Chavez,6
2852,3378,Nadine Grimes,7
3378,3963,Wallace Roy,8
2125,2533,Joshua Torres,7
2125,3939,Judith Bryant,7
2533,3297,Jeff Bass,8
1598,3026,Megan Simmons,7
727,2480,Darin Pena,6
2480,2901,Cathy Hobbs,7
2901,3076,Karen Moore,8
2901,4561,Joanne Wheeler,8
61,130,Hilda Blake,4
61,167,Billie Wiggins,4
61,219,Ollie Barton,4
61,326,Rolland Buck,4
61,945,Johnnie Valencia,4
61,4456,Jacob Collins,4
326,347,Karen Moore,5
326,409,Billie Wiggins,5
326,744,Naomi Middleton,5
326,3182,Lanny Rubio,5
326,4783,Joe Kim,5
326,4890,Connor Ortiz,5
3182,4068,Martin Sharp,6
744,1448,Seth Ellis,6
744,1597,Rory Sawyer,6
744,2813,Derek Bishop,6
1597,1714,Morris Koch,7
1597,3662,Ramon Velez,7
1714,3999,Raul Morse,8
1714,4141,Sally Payne,8
1448,3293,Madelyn Wiggins,7
1448,4185,Jean McDonald,7
1448,4314,Katherine Brooks,7
4185,4513,Sara Griffin,8
3293,3872,Noah Hart,8
409,525,Mason Greene,6
409,710,Bradford Mcclure,6
409,1857,Patricia Davis,6
409,2191,Don Morse,6
409,2235,Christian Carpenter,6
2235,2284,Glenda Reid,7
2235,3698,Rolando Herman,7
2235,3753,Esperanza Middleton,7
2235,4486,Naomi Middleton,7
3753,3874,Abraham Pitts,8
3874,3953,Lucille Calderon,9
2191,2713,Calvin Ortega,7
2191,4412,Cody Parsons,7
710,777,Marshall Barton,7
710,1549,Cora Mcmahon,7
1549,3369,Brian Nelson,8
525,2079,Lena Aguilar,7
525,2724,Felix Whitehead,7
2724,2955,Myra Horne,8
2079,2427,Socorro Bean,8
2427,4754,Patrick Price,9
347,494,Lizzie Vance,6
347,4878,Lynette Donaldson,6
494,902,Monica Stanley,7
494,1663,Bradford Mcclure,7
1663,3115,Joan Barnes,8
1663,4399,Lowell Gates,8
902,1459,Wallace Roy,8
902,1652,Ethan Rose,8
902,1921,Betty White,8
1459,3464,Terry Ford,9
219,2374,Leonard Wade,5
2374,4390,Tammy Franklin,6
167,295,Rashad Villarreal,5
167,800,Stephanie Roberts,5
167,2226,Darlene Simon,5
167,2843,Matthew Thompson,5
167,3337,Aaron Powell,5
2843,3123,Darlene Soto,6
2843,4745,Garry Huff,6
4745,4964,Wesley Todd,7
3123,3792,Roger Gibson,7
3123,4867,Emma Kelly,7
2226,3423,Rolland Buck,6
800,1237,Jerry Long,6
800,1813,Jose Sullivan,6
1813,1865,Mamie Rollins,7
1813,2595,Lucille Calderon,7
1237,3565,Gretchen Barrera,7
3565,4139,Harold Reynolds,8
295,309,Jennie Salinas,6
295,662,Rolando Herman,6
295,2075,Zachary Romero,6
295,3001,Myrtle Yates,6
295,3278,Jerald Strong,6
3278,4125,Betty White,7
3001,3111,Mason Greene,7
3111,4920,Miriam Berg,8
309,349,Marsha Fleming,7
309,486,Judith Bryant,7
486,552,Dorian Serrano,8
486,669,Donald Lewis,8
486,2099,Mildred Snyder,8
669,707,Nola Rosales,9
669,735,Lora Bender,9
669,795,Gilbert Doyle,9
669,1228,Neva Bradford,9
669,1490,Bruce Perkins,9
1490,2294,Chelsea Oliver,10
1490,3376,Lucia Mclean,10
1490,4812,Yolanda Roth,10
1228,2271,Judith Bryant,10
1228,3993,Christina Ellis,10
1228,4967,Isaiah Lawson,10
795,1068,Lizzie Vance,10
795,1140,Alan Pierce,10
795,2519,Dana Garza,10
735,958,Rena Eldridge,10
707,2805,Angela Murphy,10
707,3833,Austin Harper,10
552,738,Dave Quinn,9
552,2291,Agnes Farrell,9
2291,4981,Rosie Mora,10
349,538,Elsa Novak,8
349,937,Ola Baxter,8
349,1280,Alonzo Parrish,8
349,4927,Tammy Franklin,8
1280,1441,Sarah Thomas,9
1280,2043,Beverly Weaver,9
1280,4744,Cora Mcmahon,9
1280,4905,Graham Pitts,9
2043,2710,Clayton Hess,10
2043,2980,Terrence Brennan,10
1441,3601,Marcia Jennings,10
538,1253,Leona Olsen,9
538,1789,Rosie Mora,9
130,177,Terry Ford,5
130,928,Winifred Bender,5
130,1299,Mabel Donaldson,5
1299,1486,Jennie Salinas,6
1299,1784,Lisa Perez,6
1299,2655,Derek Bishop,6
2655,3671,Margaret Sanchez,7
1486,1968,Darin Pena,7
1968,2310,Sandra Ramirez,8
2310,4554,Ryan Cruz,9
928,2368,Elsa Novak,6
928,2936,Alan Castillo,6
177,229,Dino Decker,6
177,4183,Lynne Hobbs,6
229,715,Francis Brennan,7
229,1359,Nell Wiley,7
1359,3317,Ruby Stone,8
3317,4467,Mattie Potter,9
15,16,Cesar Parrish,4
16,84,Dorothy Flores,5
16,166,Verna Krause,5
16,192,Christian Carpenter,5
16,1702,Lynnette Donaldson,5
16,2214,Dennis Patel,5
2214,3482,Gustavo Pitts,6
192,217,Catherine Hughes,6
192,617,Angelo Pacheco,6
192,1871,Andre Hampton,6
192,1923,Paula Wheeler,6
1871,2286,Shane Stevens,7
617,1387,Kristine Ashley,7
617,1835,Kyle Hamilton,7
217,1507,Jason Sims,7
217,2206,Robert Williamson,7
217,2628,Corinne Tyler,7
217,2872,Leland Berg,7
2628,3563,Nicholas Morales,8
2206,3627,Amy Morris,8
1507,4152,Lela Montoya,8
166,184,Brady Conway,6
166,270,Dino Decker,6
166,523,Bennie Duffy,6
166,2000,Lorenzo Munoz,6
166,2343,Raymond Ruiz,6
2343,2372,Ryan Cruz,7
2000,2198,Abraham Pitts,7
2198,2747,Bruce Perkins,8
2198,3986,Arthur Cole,8
2198,4817,Doreen Orr,8
523,2591,Sean Harrison,7
270,315,Tracy Alvarez,7
270,513,Rashawn Villarreal,7
270,609,Frances Mills,7
609,3941,Ruby Stone,8
3941,4840,Gertrude Shepard,9
513,558,Gertrude Shepard,8
513,1259,Miles Wong,8
1259,4369,Jason Sims,9
1259,4767,Lowell Gates,9
315,1610,Christine Wood,8
315,2007,Zachary Romero,8
315,3798,Elvira Salinas,8
2007,2129,Gustavo Pitts,9
2007,4641,Moses Stein,9
2129,3719,Ann Marshall,10
184,1067,Rocco Parrish,7
184,1996,Hope Barrera,7
184,3440,Bertha Rivas,7
184,4228,Sean Harrison,7
1067,1134,Ted Bentley,8
1067,1371,Elvira Salinas,8
1067,1910,Stephanie Roberts,8
1067,2189,Francis Brennan,8
1067,3619,Anthony Harris,8
1067,4593,Morgan Hansen,8
1910,2506,Jean McDonald,9
1134,3361,Peter Vasquez,9
1134,4685,Bennie Duffy,9
84,133,Aurora Andersen,6
84,279,Dewayne Solis,6
84,465,Don Morse,6
84,596,Eunice Conley,6
84,692,Billie Wiggins,6
84,742,Rose Lane,6
84,2110,Russell Duncan,6
84,3284,Marcia Jennings,6
3284,4872,Pamela Bailey,7
2110,2517,Loren Solis,7
2110,4930,Dick Decker,7
742,774,George Hall,7
742,804,Verna Krause,7
742,993,Colleen Richards,7
993,4859,Velma Brennan,8
804,1108,Ruby Stone,8
804,1413,Joanna Floyd,8
1413,3460,Imogene Conley,9
1108,2123,Bret Hays,9
1108,4948,Timothy Gomez,9
2123,2219,Walter Patterson,10
2123,3403,Martha Dunn,10
774,1484,Adam Coleman,8
774,2157,James Smith,8
2157,3195,Jayden Williamson,9
692,2693,Daron Hess,7
596,2365,Austin Harper,7
596,2863,Dante Wilcox,7
2863,3240,Rusty Berg,8
2863,4355,Frank James,8
465,1336,Ralph Olson,7
133,966,Wallace Roy,7
133,1422,Darnell Sharp,7
133,2181,Stephen Morgan,7
133,2932,Blake Harvey,7
2932,3149,Jennie Salinas,8
2181,4639,Rodolfo Gallagher,8
2181,4763,Judy Armstrong,8
966,1369,Reid Velasquez,8
966,1743,Earnest Barber,8
966,2288,Madelyn Wiggins,8
2288,3174,Della Mercer,9
1743,2296,Roderick Compton,9
1743,3524,Velma Brennan,9
1743,4858,Mabel Donaldson,9
3524,3531,Larry Peterson,10
13,35,Salvador Larsen,3
35,37,Lillian Berry,4
35,79,Lora Bender,4
35,105,Lucile Sheppard,4
35,195,Nadine Grimes,4
35,1892,Kristine Ashley,4
35,2346,Ollie Barton,4
1892,2564,Johnnie Valencia,5
1892,2800,Faith Bender,5
2564,4838,Lena Aguilar,6
195,361,Loren Solis,5
195,2254,Loretta Mora,5
195,3589,Antoinette Brennan,5
361,1165,Ricardo Buck,6
361,2481,Amanda Baker,6
361,4423,Jeannine Krause,6
105,421,Melissa Rivera,5
105,597,Lorna Downs,5
105,1469,Carroll Bullock,5
1469,1651,Eunice Conley,6
1469,1707,Stella Delgado,6
1469,2073,Darnell Sharp,6
1469,3090,Clayton Hess,6
1469,4343,Lamont Velez,6
3090,4026,Alexander Gray,7
2073,2537,Lucile Sheppard,7
597,3008,Bryan Palmer,6
79,80,Manuel Klein,5
79,94,Bennie Duffy,5
79,135,Patsy Glover,5
79,339,Elena Lyons,5
79,830,Carl Wallace,5
79,1036,Rene Booker,5
79,3593,Tammy Franklin,5
79,4803,Dave Quinn,5
830,922,Monica Stanley,6
830,1184,Leola Olsen,6
830,1778,Darlene Soto,6
830,3027,Leila Roth,6
1778,1785,Fabian Joseph,7
1785,2305,Patrick Price,8
1785,2835,Byron Madden,8
1785,2851,Cecilia Brock,8
2835,4797,Debra Bennett,9
922,1601,Nina Browning,7
922,1760,Morris Koch,7
922,2262,Elvira Mclean,7
1601,2241,Cole Bennett,8
1601,2389,Madelyn Wiggins,8
1601,3712,Dewayne Solis,8
2389,2802,Madonna Wiggins,9
2389,4444,Clint Duran,9
2802,4799,Corinne Tyler,10
2241,4104,Beatrice Olsen,9
339,370,Angelo Nolan,6
339,386,Yolanda Roth,6
339,750,Verna Krause,6
339,1375,Jerald Strong,6
339,4891,Marcie Franco,6
4891,4962,Diana Watkins,7
1375,1621,Lucia Mclean,7
1621,2070,Ollie Barton,8
2070,4822,Rex Booker,9
750,2808,Madelyn Wiggins,7
2808,3081,Irma Farrell,8
3081,3379,Austin Harper,9
3379,3604,Thomas Anderson,10
3379,4387,Gabriel Spencer,10
386,508,Rod Gallagher,7
386,2190,Leola Olsen,7
386,3896,Cedric Hood,7
2190,2973,Lyman Ware,8
2190,3108,Maureen Fields,8
2190,3198,Tyson Oneal,8
508,1149,Lloyd Decker,8
1149,3006,Amy Morris,9
1149,3757,Alfonso Friedman,9
370,567,Pablo Lynn,7
370,571,Tami Mclean,7
370,1310,Guillermo Gates,7
567,4186,Antoinette Barrera,8
135,425,Bruce Perkins,6
425,3677,Inez Conley,7
80,280,Denise Grant,6
